campaign_id,project_id,project_title,project_url,project_context
26094,370265-48088,Bridge between Catalyst and Kaggle,https://cardano.ideascale.com/a/dtd/Bridge-between-Catalyst-and-Kaggle/370265-48088,There is a dearth of expertise in AI in the catalyst community as well as in the community at large
26094,370256-48088,Transaction editor to replace cli,https://cardano.ideascale.com/a/dtd/Transaction-editor-to-replace-cli/370256-48088,cardano-cli is cumbersome as transaction complexity grows. Bash scripts (ugly) provide limited editing and documentation capabilities
26094,370150-48088,Elm Integration with Plutus,https://cardano.ideascale.com/a/dtd/Elm-Integration-with-Plutus/370150-48088,"Haskell can be difficult to work with for beginners, and Plutus development could benefit from simpler patterns for designing applications."
26094,370130-48088,dApp Templates & GUI dApp Modules,https://cardano.ideascale.com/a/dtd/dApp-Templates-GUI-dApp-Modules/370130-48088,"Learning new code language is a barrier for Dev's, give them the ready-made code & info', how to customise quickly for common use-cases"
26094,370122-48088,dRISK,https://cardano.ideascale.com/a/dtd/dRISK/370122-48088,There are many risks associated with creating blockchain based systems and cryptocurrency.
26094,370099-48088,[WITHDRAWN] Group EVE - Proposal,https://cardano.ideascale.com/a/dtd/WITHDRAWN-Group-EVE-Proposal/370099-48088,"We will submit proposal next Fund7

We are thinking on how we can contribute to the Cardano ecosystem in a best way"
26094,370098-48088,Everstake Proposal [WITHDRAWN],https://cardano.ideascale.com/a/dtd/Everstake-Proposal-WITHDRAWN/370098-48088,"We will submit proposal next Fund

We are thinking on how we can contribute to the Cardano ecosystem in a best way"
26094,370089-48088,Plutus Integration with Pony Lang,https://cardano.ideascale.com/a/dtd/Plutus-Integration-with-Pony-Lang/370089-48088,Some Cardano-based projects could benefit from the use of an actor model language with similar guarantees as Haskell. Scalability by design.
26094,370083-48088,Cardanoscan API Service,https://cardano.ideascale.com/a/dtd/Cardanoscan-API-Service/370083-48088,"We need serverless backend service and APIs for the developers, without wasting time on infrastructure management."
26094,370069-48088,Bip32Ed25519 pure JS implementation,https://cardano.ideascale.com/a/dtd/Bip32Ed25519-pure-JS-implementation/370069-48088,Cardano cryptography libraries are available in Rust & Haskell. There is no easy way to build light wallet functionality for web and mobile
