campaign_id,project_id,project_title,project_url,project_context
26113,370226-48088,Submission templates and examples,https://cardano.ideascale.com/a/dtd/Submission-templates-and-examples/370226-48088,inexperienced entrepreneurs may not have adequate examples of what good looks like
26113,370222-48088,Intellectual Property Training,https://cardano.ideascale.com/a/dtd/Intellectual-Property-Training/370222-48088,Early stage innovators often misunderstand Intellectual Property or Intangible Assets. This results in under use of innovator IP/IA.
26113,370190-48088,CARDANO Branding In Indonesia,https://cardano.ideascale.com/a/dtd/CARDANO-Branding-In-Indonesia/370190-48088,Many people in Indonesia do not know about blockchain let alone Cardano. Misleading people is the method used by many scammers in Indonesia.
26113,369964-48088,Bond - Connecting entrepreneurs,https://cardano.ideascale.com/a/dtd/Bond-Connecting-entrepreneurs/369964-48088,Connecting all things local. Empowering local businesses & communities to increase loyalty on a digital platform using virtual coins.
26113,369958-48088,Proposal Templates + Guidelines,https://cardano.ideascale.com/a/dtd/Proposal-Templates-+-Guidelines/369958-48088,Creating proposals is difficult. How can we help entrepreneurs to best present their ideas to have the optimal chance of success w/ voters?
26113,369940-48088,TrillionCoin Global Charity Token,https://cardano.ideascale.com/a/dtd/TrillionCoin-Global-Charity-Token/369940-48088,"Because of the Covid pandemic, there is a great need to help others. How can the need be filled in a way that helps people on a grand scale?"
26113,369908-48088,Mini Proposals as a Service,https://cardano.ideascale.com/a/dtd/Mini-Proposals-as-a-Service/369908-48088,Proposers don't know how to make their proposals understandable for voters
26113,369838-48088,Tutorchain.io - for Entrepreneurs,https://cardano.ideascale.com/a/dtd/Tutorchain-io-for-Entrepreneurs/369838-48088,Finding an expert or monetizing your expertise requires centralized vetting services that limit your choices and control your access.
26113,369781-48088,Cardano roadmap to adoption,https://cardano.ideascale.com/a/dtd/Cardano-roadmap-to-adoption/369781-48088,Startup teams cannot properly showcase projects and ideas to those that do not understand blockchain technology
26113,369491-48088,Growthwheel Business Planning Tool,https://cardano.ideascale.com/a/dtd/Growthwheel-Business-Planning-Tool/369491-48088,"Proposers must show assessors & voters an auditable  business plan, but most do not have business planning experience."
26113,369330-48088,WITHDRAW PLEASE,https://cardano.ideascale.com/a/dtd/WITHDRAW-PLEASE/369330-48088,-
26113,369325-48088,Entrepreneur Community Mentoring,https://cardano.ideascale.com/a/dtd/Entrepreneur-Community-Mentoring/369325-48088,Early entrepreneurs have difficulties communicating and developing a profitable business model for Catalyst proposals.
26113,369300-48088,Proposal Framework Tool - AIM,https://cardano.ideascale.com/a/dtd/Proposal-Framework-Tool-AIM/369300-48088,Creating robust Catalyst proposals should be easier. +75% proposals don't win Catalyst funds costing assessors + proposers time + resources.
26113,369082-48088,PACE: Idea collaboration tool,https://cardano.ideascale.com/a/dtd/PACE-Idea-collaboration-tool/369082-48088,"Quality proposals require ideas which have had sufficient thought, feedback and the right team to execute"
26113,369006-48088,Custom game to improve teamwork,https://cardano.ideascale.com/a/dtd/Custom-game-to-improve-teamwork/369006-48088,"Learning to collaborate is a unique journey for each new team. Hands-on support can be hard to find, and written advice is hard to apply."
26113,368808-48088,Helix Hub Impact Accelerator,https://cardano.ideascale.com/a/dtd/Helix-Hub-Impact-Accelerator/368808-48088,"over 42% of early stage ventures identify ""the lack of a market need for their product"" as the single biggest reason for failure"
26113,368720-48088,Library of Proposer Case Studies,https://cardano.ideascale.com/a/dtd/Library-of-Proposer-Case-Studies/368720-48088,Communicating ideas to a crowd is intimidating if you have not seen others do it well & know how it worked out for them.
26113,368678-48088,Open Source Training,https://cardano.ideascale.com/a/dtd/Open-Source-Training/368678-48088,"No open-source training materials in the Entrepreneurship-Toolbox.

No access to open-source infrastructure for early stage entrepreneurs."
26113,368659-48088,AntFarm,https://cardano.ideascale.com/a/dtd/AntFarm/368659-48088,People need encouragement 2 submit ideas. We will host info sessions prior 2 fund launch & connect with all idea makers to offer free help.
26113,368373-48088,Catalyst Entrepreneur's Book Club,https://cardano.ideascale.com/a/dtd/Catalyst-Entrepreneur-s-Book-Club/368373-48088,"There is a large amount of valuable information to teach powerful entrepreneurial skills, but many people don't know where to look or start."
26113,367058-48088,Community-Made Interactive Guides,https://cardano.ideascale.com/a/dtd/Community-Made-Interactive-Guides/367058-48088,Inexperienced entrepreneurs are not given a clear path for how to transform their ideas into businesses.
26113,366982-48088,Scale up WADA's Outreach Program,https://cardano.ideascale.com/a/dtd/Scale-up-WADA-s-Outreach-Program/366982-48088, African devs and entrepreneurs lack support to submit high quality proposals into project catalyst
26113,366866-48088,Copy writing for DLT Entrepreneurs,https://cardano.ideascale.com/a/dtd/Copy-writing-for-DLT-Entrepreneurs/366866-48088,Being able to communicate an idea and guide a reader to take the action you want them to is one of the most valuable skills in business.
26113,366770-48088,Catalyst Virtual Start-up Bootcamp,https://cardano.ideascale.com/a/dtd/Catalyst-Virtual-Start-up-Bootcamp/366770-48088,Early-stage entrepreneurs lack the experience with Catalyst to effectively communicate their projects
26113,366717-48088,IDEA FEST for Fund 6 + 7,https://cardano.ideascale.com/a/dtd/IDEA-FEST-for-Fund-6-+-7/366717-48088,There is a lack of interaction between proposers and voters in Project Catalyst
