campaign_id,project_id,project_title,project_url,project_context
26116,370231-48088,gigDID,https://cardano.ideascale.com/a/dtd/gigDID/370231-48088,Atala PRISM must reach the largest and fastest growing labor force for MASS SCALE adoption.
26116,370145-48088,Biometric Smart Card Integration,https://cardano.ideascale.com/a/dtd/Biometric-Smart-Card-Integration/370145-48088,"There is a disconnect between the physical and digital world. Mobile credentials are still weak in areas, while some may not have phones."
26116,370134-48088,DID Adoption for Daily Transaction,https://cardano.ideascale.com/a/dtd/DID-Adoption-for-Daily-Transaction/370134-48088,"in the point of view customer, all transaction point are different and have no way to calculate expenses in one go"
26116,370012-48088,African Housing Payments App,https://cardano.ideascale.com/a/dtd/African-Housing-Payments-App/370012-48088,Informal identity and payment records prevent customers with good payment histories from establishing credit reputations for future finance
26116,369878-48088,Optimizing student agency with DIDs,https://cardano.ideascale.com/a/dtd/Optimizing-student-agency-with-DIDs/369878-48088,Inequity in educational policies widens opportunity and resource gaps which systematically hinders student performance.
26116,369869-48088,WITHDRAW,https://cardano.ideascale.com/a/dtd/WITHDRAW/369869-48088,withdraw
26116,369864-48088,"Welcome to the Oasis, Please Login",https://cardano.ideascale.com/a/dtd/Welcome-to-the-Oasis-Please-Login/369864-48088,No killer app exists to bring a mass number of people into the Cardano ecosystem utilizing Decentralized IDs.
26116,369840-48088,Tutorchain.io - Expert identity,https://cardano.ideascale.com/a/dtd/Tutorchain-io-Expert-identity/369840-48088,Finding an expert or monetizing your expertise requires centralized vetting services that limit your choices and control your access.
26116,369821-48088,Biometric<->DID Binding Credential,https://cardano.ideascale.com/a/dtd/Biometric-DID-Binding-Credential/369821-48088,"Verifiers must be convinced of a subject's. Identity, based on what they hold, know, and who they are. The ""who"" is often missing."
26116,369808-48088,DIDs for Animal Records,https://cardano.ideascale.com/a/dtd/DIDs-for-Animal-Records/369808-48088,How to encourage the mass adoption of Atala-Prism for animal records?
26116,369805-48088,Paths to adopt DID in small cities,https://cardano.ideascale.com/a/dtd/Paths-to-adopt-DID-in-small-cities/369805-48088,"Large countries may be slow to adopt DID, but municipal governments can start the charge. What are the best routes for them to take?"
26116,369757-48088,Dvoting System in Brazil,https://cardano.ideascale.com/a/dtd/Dvoting-System-in-Brazil/369757-48088,The lack of a single platform easily auditable where it is used exclusively to create projects of popular initiative by the community.
26116,369638-48088,Distributed Health Records,https://cardano.ideascale.com/a/dtd/Distributed-Health-Records/369638-48088,"There are no open source quality software solutions for developing healthcare applications, which limits access to developing nations."
26116,369540-48088,Maternity Medical data in Ethiopia,https://cardano.ideascale.com/a/dtd/Maternity-Medical-data-in-Ethiopia/369540-48088,"There is no centralized medical data system in Ethiopia, and mothers are losing a lot of money through redundant medical tests."
26116,369461-48088,Decentralized Certificates,https://cardano.ideascale.com/a/dtd/Decentralized-Certificates/369461-48088,"Certificates currently need to be issued by reputable organizations to have merit, but this process requires trust and is often slow"
26116,369451-48088,Cardano Interop NOW,https://cardano.ideascale.com/a/dtd/Cardano-Interop-NOW/369451-48088,Decentralized Digital Identity using VCs and DIDs is booming but faces infrastructure bottlenecks. Cardano interop will accelerate adoption.
26116,369236-48088,Generic certification solution,https://cardano.ideascale.com/a/dtd/Generic-certification-solution/369236-48088,Thousands of small businesses and organizations are certifying skills and knowledge in the analog world. How can we onboard them to Cardano?
26116,369152-48088,DARP: Cardano Address Name Service,https://cardano.ideascale.com/a/dtd/DARP-Cardano-Address-Name-Service/369152-48088,"Developers & users need easy to use addresses in dApps & wallets, for user experience & backend integration (e.g. smart contracts, NFT data)"
26116,369138-48088,Your DID for climate impact,https://cardano.ideascale.com/a/dtd/Your-DID-for-climate-impact/369138-48088,Everyone should play a role in addressing the climate emergency? But what is my impact and how can I mitigate it?
26116,369122-48088,BingoChain - User Authentication,https://cardano.ideascale.com/a/dtd/BingoChain-User-Authentication/369122-48088,Atala Prisim users want a simple way to log in to various sites so they can control their privacy.
26116,369053-48088,A Passive Interface Pair (DID),https://cardano.ideascale.com/a/dtd/A-Passive-Interface-Pair-DID/369053-48088,Exploring privacy and surveillance issues surrounding biometric DIDs emerging from indigenous and outlier communities.
26116,368975-48088,DID for P2P Scheduling,https://cardano.ideascale.com/a/dtd/DID-for-P2P-Scheduling/368975-48088,"Users of our application need to be able to verify, in a trust minimized fashion, who they are interacting with."
26116,368734-48088,Import passport data to AtalaPrism,https://cardano.ideascale.com/a/dtd/Import-passport-data-to-AtalaPrism/368734-48088,A valid government ID in AtalaPrism is required to use municipal or financial services. This can only be issued by a local government office
26116,368732-48088,Cardano Grants Management Systems,https://cardano.ideascale.com/a/dtd/Cardano-Grants-Management-Systems/368732-48088,"Identity theft is a big headache. It can take days & sometimes weeks to get new credit cards, ID cards, & Passports."
26116,368726-48088,Verify NFT authenticity [NFT-MAKER],https://cardano.ideascale.com/a/dtd/Verify-NFT-authenticity-NFT-MAKER/368726-48088,"Authenticity is a big problem in the NFT space. Art gets stolen, buyers get scammed & artists have a hard time verifying their art."
26116,368705-48088,Interoperability as growth driver,https://cardano.ideascale.com/a/dtd/Interoperability-as-growth-driver/368705-48088,No integrations are yet available with well adopted DID frameworks.
26116,368660-48088,MySmartWill: evolution for tomorrow,https://cardano.ideascale.com/a/dtd/MySmartWill-evolution-for-tomorrow/368660-48088,"Digital individuals don't have a way to formalize and keep his wills in a secure, confidential, certified and unchangeable manner"
26116,368628-48088,CUBI Cardano Universal Basic Income,https://cardano.ideascale.com/a/dtd/CUBI-Cardano-Universal-Basic-Income/368628-48088,There does not exist a universal or partial basic income system built on the Cardano blockchain for individuals in need of financial help.
26116,368554-48088,Education verification with DID,https://cardano.ideascale.com/a/dtd/Education-verification-with-DID/368554-48088,"Fresh grads find it hard to share & track physical edu certificates.

Employers find it is too costly to verify one's edu certificates."
26116,368523-48088,DID as a bridge to Microsoft,https://cardano.ideascale.com/a/dtd/DID-as-a-bridge-to-Microsoft/368523-48088,Atala Prism are not alone in leveraging the DID standard. Collaboration with partners will improve the product and lead to greater adoption.
26116,368367-48088,Proof of identity for mediators,https://cardano.ideascale.com/a/dtd/Proof-of-identity-for-mediators/368367-48088,It is not feasible for parties to verify identity and credentials of mediators that are supposed to provide aid in solving a dispute.
26116,368250-48088,Universal Skills Authentication,https://cardano.ideascale.com/a/dtd/Universal-Skills-Authentication/368250-48088,"Individuals need a trusted way to communicate their skills, due to online learning, changing jobs and associated reskilling requirements"
26116,368209-48088,ACADEMY Lifelong Learning Suite,https://cardano.ideascale.com/a/dtd/ACADEMY-Lifelong-Learning-Suite/368209-48088,Acquiring and maintaining knowledge needs a radically new approach. The methods of early industrial society are insufficient & outdated.
26116,368130-48088,DID for verified Career Audit Trail,https://cardano.ideascale.com/a/dtd/DID-for-verified-Career-Audit-Trail/368130-48088,"Keeping your CV, references and skills current is an ongoing, cumbersome effort. The facts are not checked or verified wasting time & money."
