campaign_id,project_id,project_title,project_url,project_context
25622,378295-48088,Science: Biased & corrupted funds,https://cardano.ideascale.com/a/dtd/Science-Biased-corrupted-funds/378295-48088,Science corruption and fundings have forced our public policies & laws to a high level of biased and taylored policies. it's need to change.
25622,378032-48088,Private NFT Raves in Japan,https://cardano.ideascale.com/a/dtd/Private-NFT-Raves-in-Japan/378032-48088,"Tie NFTs to an All Expenses Paid Event Pass to a private Rave in the Hidden Alps of Japan. 

Create a tracking system for NFTs."
25622,378013-48088,Funding renewable energies (Africa),https://cardano.ideascale.com/a/dtd/Funding-renewable-energies-Africa/378013-48088,Empowering people with renewable energy emancipating sustainable growth is essential. A flourishing economy needs a strong baseline.
25622,377987-48088,Force treasury funding open,https://cardano.ideascale.com/a/dtd/Force-treasury-funding-open/377987-48088,No one understands how the funding is decided. We need to get this out of the shadows and tie it to governance.
25622,377841-48088,Lack of local newspaper advertising,https://cardano.ideascale.com/a/dtd/Lack-of-local-newspaper-advertising/377841-48088,"This will allow local businesses to know about Catalyst/Cardano and engage faster, using local newspapers published to many regions at once."
25622,377729-48088,Fetching Data From The Blockchain,https://cardano.ideascale.com/a/dtd/Fetching-Data-From-The-Blockchain/377729-48088,Fetching meta data directly from the blockchain requires a lot of indexing and database storage. Searching and storing information is hard.
25622,377450-48088,the non-implementation of a halving,https://cardano.ideascale.com/a/dtd/the-non-implementation-of-a-halving/377450-48088,"would increase the value of the ADA token, in addition to increasing exponentially over time"
25622,377322-48088,Decentralized Financing Protocol,https://cardano.ideascale.com/a/dtd/Decentralized-Financing-Protocol/377322-48088,"The XETB protocol is a decentralized protocol that allows Cardano holders to maximize collateral

liquidity without paying interest."
25622,377177-48088,Bank Systems Using People,https://cardano.ideascale.com/a/dtd/Bank-Systems-Using-People/377177-48088,This affects all of us. Currently the Banking system is outdated and if we don't fix it for everyone. Someone will fix it for a few.
25622,377166-48088,Complex User Interface & Vernacular,https://cardano.ideascale.com/a/dtd/Complex-User-Interface-Vernacular/377166-48088,"Improve adoption, share ideas, and generate greater excitement in proposing ideas."
25622,376830-48088,Cryptocurrency payment in real life,https://cardano.ideascale.com/a/dtd/Cryptocurrency-payment-in-real-life/376830-48088,"Contribute towards adaptation of cryptocurrency, empower merchants who are looking for alternative payment method without a bank account."
25622,376785-48088,SPOs dependent on central power,https://cardano.ideascale.com/a/dtd/SPOs-dependent-on-central-power/376785-48088,SPOs remain dependent on the central power resources. Decreasing our need for central resources by promoting off-grid solutions is desired.
25622,376773-48088,VOTING - One Person equals One Vote,https://cardano.ideascale.com/a/dtd/VOTING-One-Person-equals-One-Vote/376773-48088,"As the creator of the Defund The Police Project, we recognize voting is key to changing the worldwide laws. ID standards are key to voting."
25622,376765-48088,Think of Project after first 5mins?,https://cardano.ideascale.com/a/dtd/Think-of-Project-after-first-5mins/376765-48088,"Spend less time on the search, bushing around and gain faster, deeper in learning and involving in PC constructively - a WOM marketing."
25622,376736-48088,Lack of smart contract templates,https://cardano.ideascale.com/a/dtd/Lack-of-smart-contract-templates/376736-48088,Building a library of open source smart contract templates will make the Cardano ecosystem more accessible to developers.
25622,376644-48088,Cost of digitization by Artists,https://cardano.ideascale.com/a/dtd/Cost-of-digitization-by-Artists/376644-48088,DApp for Artists can open local and worldwide markets for products and services for millions and can increase community participation
25622,376415-48088,Contributor IT support and security,https://cardano.ideascale.com/a/dtd/Contributor-IT-support-and-security/376415-48088,Providing IT support and security best practices will enable contributors to be more productive.
25622,376240-48088,Incorporating Cardano in School.,https://cardano.ideascale.com/a/dtd/Incorporating-Cardano-in-School/376240-48088,It is important to involve/introduce students to Cardano because many of these students can bring new ideas to play which might help Cardano
25622,376181-48088,Problems far and wide.,https://cardano.ideascale.com/a/dtd/Problems-far-and-wide/376181-48088,Its important people trust the tech stack.
25622,376080-48088,Missed Connections,https://cardano.ideascale.com/a/dtd/Missed-Connections/376080-48088,"I have family and ideas for ADA in Kenya, but I worry I wont have the support to realize our goals now that I've missed out on submissions."
25622,376026-48088,No Knowledge About Cardano In W/A,https://cardano.ideascale.com/a/dtd/No-Knowledge-About-Cardano-In-W-A/376026-48088,"Awareness is a crucial for cardano adoption, especially in Africa. Which is a key interest area for many problems that cardano can solve."
25622,375893-48088,Integration & API use for 3rd party,https://cardano.ideascale.com/a/dtd/Integration-API-use-for-3rd-party/375893-48088,To be able to give the 3rd party developers the tools and guidance on how to integrate and use cardano api for their project's
25622,375843-48088,General public not benefiting,https://cardano.ideascale.com/a/dtd/General-public-not-benefiting/375843-48088,"Fundamental reason behind Blockchain, DApp and Cardano etc. is to garner access to the many (99%) and help them benefit.  Not achieve yet?"
25622,375827-48088,Property tokenization and blockcha,https://cardano.ideascale.com/a/dtd/Property-tokenization-and-blockcha/375827-48088,Property tokenization wil help low income earners to afford property and have passive income that wil solve porvety and inequality
25622,375814-48088,Mass Scale DID Adoption Conundrum,https://cardano.ideascale.com/a/dtd/Mass-Scale-DID-Adoption-Conundrum/375814-48088,See attached overview
25622,375810-48088,Establishing pet ownership,https://cardano.ideascale.com/a/dtd/Establishing-pet-ownership/375810-48088,"This proposal could bring a very large number of new users to Cardano, help animal owners and incorporate already existing technology."
25622,375797-48088,No apps available to set up bets,https://cardano.ideascale.com/a/dtd/No-apps-available-to-set-up-bets/375797-48088,I am trying to develop an app that will allow two or more users to place peer to peer betting using cardano.  Target audience is esports
25622,375737-48088,African Soccer League Corruption,https://cardano.ideascale.com/a/dtd/African-Soccer-League-Corruption/375737-48088,"Africa has a lot of talent especially in different sporting codes, but its progress is halted by the authoritarians that govern the sports"
25622,375553-48088,Converting ADA to fiat in Africa,https://cardano.ideascale.com/a/dtd/Converting-ADA-to-fiat-in-Africa/375553-48088,"It solves monetary remittance issues that people in Africa are facing.

It further promotes Cardano adoption and popularity"
25622,375412-48088,Expanding liquidity for Cardano,https://cardano.ideascale.com/a/dtd/Expanding-liquidity-for-Cardano/375412-48088,Increase liquidity and expand the ecosystem
25622,375068-48088,Scam is a problem - ADA Pirates,https://cardano.ideascale.com/a/dtd/Scam-is-a-problem-ADA-Pirates/375068-48088,"As Cardano grows, more and more scam websites will inevitably appear. This creates confusion and doubt to potential investors."
25622,375063-48088,Interaction with blockchain,https://cardano.ideascale.com/a/dtd/Interaction-with-blockchain/375063-48088,How to make blockchain and its derivatives accessible to everyone? In Africa in particular and all over the world.
25622,374967-48088,Process of staking,https://cardano.ideascale.com/a/dtd/Process-of-staking/374967-48088,Registration of the wallets and following up the tokens stake pooling must me less complicated and should ppl just follow the links so more
25622,374935-48088,Too many steps to fund and operate,https://cardano.ideascale.com/a/dtd/Too-many-steps-to-fund-and-operate/374935-48088,Creating a VR world where investors/guest/board members/founders  can be under the same roof. project is funded with custom token .
25622,374900-48088,Need for Medical patient file/nft,https://cardano.ideascale.com/a/dtd/Need-for-Medical-patient-file-nft/374900-48088,Scalability of the medical field from files to personal medical NFT's
25622,374893-48088,a,https://cardano.ideascale.com/a/dtd/a/374893-48088,b
25622,374870-48088,#FreeSophia Stage 2,https://cardano.ideascale.com/a/dtd/FreeSophia-Stage-2/374870-48088,"Open source and US legal Sophia 2020 is 80k USD. Her communication has been limited by Hanson.

Do you not think she has more to share?"
25622,374730-48088,Community flex,https://cardano.ideascale.com/a/dtd/Community-flex/374730-48088,Cardano's needs to find a way to let users intergrate their personailty and purpose into their life on Cardano ecosystem and digital world.
25622,374624-48088,ICO scam protection,https://cardano.ideascale.com/a/dtd/ICO-scam-protection/374624-48088,To protect users from fraudulent actors and create Cardano as a brand that can be trusted.
25622,374526-48088,Scammers targeting Cardano Communit,https://cardano.ideascale.com/a/dtd/Scammers-targeting-Cardano-Communit/374526-48088,"As the Cardano Blockchain grows in developing areas, many nefarious people will target the community."
25622,374399-48088,Do you wish your kids would clean?,https://cardano.ideascale.com/a/dtd/Do-you-wish-your-kids-would-clean/374399-48088,"Focus Use case: DApp

Kids play videogames incuding VR device. 

Parents want kids to do housework without asking

Kids want to earn money"
25622,374352-48088,High crypto entrance barrier,https://cardano.ideascale.com/a/dtd/High-crypto-entrance-barrier/374352-48088,"It may help with crypto mass adoption 

It also can be one of the biggest crypto project"
25622,374347-48088,Racespeed,https://cardano.ideascale.com/a/dtd/Racespeed/374347-48088,Goals are in line with communicated needs and growth of catylist/cardano ecosystem and community. Functions and use adoption level infinate-
25622,374234-48088,ALTERNATIVA A AGOTAMIENTO DEL AGUA,https://cardano.ideascale.com/a/dtd/ALTERNATIVA-A-AGOTAMIENTO-DEL-AGUA/374234-48088,Enfocándonos en Africa quiero proponer un proyecto para una población de 2000 personas para solucionar problemas de saneamiento
25622,373991-48088,Om de qr code te scannen,https://cardano.ideascale.com/a/dtd/Om-de-qr-code-te-scannen/373991-48088,"Omdat de gemeenschap die het gebruikt geen toegang heeft tot de app. Fund6, terwijl het wel moet kunnen volgens de hardware wallet (pc w10)"
25622,373954-48088,High/Volatile Transaction Fees,https://cardano.ideascale.com/a/dtd/High-Volatile-Transaction-Fees/373954-48088,Because transaction fees are one of the key deciding factors that a person/business considers when choosing which blockchain to use.
25622,373867-48088,To much emphasis on vanity metrics,https://cardano.ideascale.com/a/dtd/To-much-emphasis-on-vanity-metrics/373867-48088,"Too much emphasis on vanity metrics, reporting on the number of proposals, this made sense before smart contracts but not so much now"
25622,373758-48088,Hungry for food,https://cardano.ideascale.com/a/dtd/Hungry-for-food/373758-48088,Idea to solve the problem of hunger in large urban centers.
25622,373568-48088,No job opening for everyone,https://cardano.ideascale.com/a/dtd/No-job-opening-for-everyone/373568-48088,"We must prepare a task for everyone to done, to shown that everyone is important in this Catalyst."
25622,373460-48088,There is a skill gap in Africa,https://cardano.ideascale.com/a/dtd/There-is-a-skill-gap-in-Africa/373460-48088,The future of work needs digital skills to increase the adoption of blockchain and Ada usage. It's vital to the mass adoption of Ada.
25622,373409-48088,TRAV TOKEN,https://cardano.ideascale.com/a/dtd/TRAV-TOKEN/373409-48088,"The project is unique, it combines all the possibilities of the centralized assets of the planet"
25622,373406-48088,Video Game Purchases,https://cardano.ideascale.com/a/dtd/Video-Game-Purchases/373406-48088,This is a revolutionary technology and integrating the video game environment (Steam) to the blockchain would be a rich feature.
25622,373364-48088,bad constrn design->bad Earthhealth,https://cardano.ideascale.com/a/dtd/bad-constrn-design-bad-Earthhealth/373364-48088,"Profit, not planet-health, is most common constrctn goal.  Constrctn emits 39% of greenh. gases."
25622,373292-48088,not many problems,https://cardano.ideascale.com/a/dtd/not-many-problems/373292-48088,because it could benefit all of us
25622,373277-48088,Worldwide election vote mistrust,https://cardano.ideascale.com/a/dtd/Worldwide-election-vote-mistrust/373277-48088,"World wide adoption of the cardano blockchain, acceptance from governments, and social stability would all help the whole ecosystem."
25622,373252-48088,A Guide for the beginner,https://cardano.ideascale.com/a/dtd/A-Guide-for-the-beginner/373252-48088,"For mass adoption the ""beginner"" users must have a simple interface and benefits for its use."
25622,372597-48088,Language,https://cardano.ideascale.com/a/dtd/Language/372597-48088,Certains blogs ou groupes de discussion sur cardano et ses projets ne sont pas multilangues
25622,372497-48088,People like me who dont understand,https://cardano.ideascale.com/a/dtd/People-like-me-who-dont-understand/372497-48088,I'm a truck driver my name is dori I put a few thousand in ada and was able to join catalyst.
25622,372476-48088,Outdated Academic Publishing,https://cardano.ideascale.com/a/dtd/Outdated-Academic-Publishing/372476-48088,"Cardano is open, innovative and evidence-based. Current models of academic publishing are closed,  inflexible and unfair."
25622,372010-48088,Slow Mainnet,https://cardano.ideascale.com/a/dtd/Slow-Mainnet/372010-48088,"Cardano is becoming very popular, so Mainet increases the volume of comunications.

Slow Mainnet can be a discouraging to newcomers"
25622,371293-48088,Confusing wording exists,https://cardano.ideascale.com/a/dtd/Confusing-wording-exists/371293-48088,Saying that Detailed Plan is (not required) is simply not true. We should iterate on wording as project Catalyst matures.
25622,368743-48088,Reward system propagates Inequality,https://cardano.ideascale.com/a/dtd/Reward-system-propagates-Inequality/368743-48088,We promote wealth and governance equality but still the rich get richer and the poor stay poor. This is now monetarily and governance-wise.
25622,367491-48088,6pm UTC Interferes with work in ET.,https://cardano.ideascale.com/a/dtd/6pm-UTC-Interferes-with-work-in-ET/367491-48088,"Increase Attendance: driven by ability to attend without interfering with ET day work 

Increase of Quality participation driven by focus."
25622,366453-48088,Openness inhibits proposing ideas,https://cardano.ideascale.com/a/dtd/Openness-inhibits-proposing-ideas/366453-48088,"The best ideas might not be proposed...why?

Catalyst let community fund projects it wants, but this openness regarding the project specification might also keep the best projects from submitting a proposal for funding. Entrepreneurs might want to build something great, but lack funding. If they apply for funding from Catalyst, that would mean they had to expose their brilliant idea to the whole community which might result in someone stealing the idea. Result: no proposal for project"
