campaign_id,project_id,project_title,project_url,project_context
26109,370254-48088,Decentralized Sous Sous Savings,https://cardano.ideascale.com/a/dtd/Decentralized-Sous-Sous-Savings/370254-48088,"Developing good savings habits when in an economically disadvantaged position is hard. The habit is hard to develop, but valuable to learn."
26109,370248-48088,AdaSwap - The next-gen DEX!,https://cardano.ideascale.com/a/dtd/AdaSwap-The-next-gen-DEX!/370248-48088,"Cardano is not known yet as a DeFi player, not enough celebrities, media and coverage care about Cardano at the moment."
26109,370230-48088,Panther - Private Layer 2 Protocol,https://cardano.ideascale.com/a/dtd/Panther-Private-Layer-2-Protocol/370230-48088,"To create an interchain DEX that bridges Cardano to DeFi with interoperability, institutional support, and KYC / AML compliant privacy."
26109,370205-48088,AdaSwap,https://cardano.ideascale.com/a/dtd/AdaSwap/370205-48088,"Cardano is still not known yet in the DeFi space, nit enough partnerships and definitely not enough exposure to the NFT creators."
26109,370177-48088,Please remove,https://cardano.ideascale.com/a/dtd/Please-remove/370177-48088,-
26109,370111-48088,Pharo ACM,https://cardano.ideascale.com/a/dtd/Pharo-ACM/370111-48088,DeFi/Crypto/Catalyst/Cardano is not mainstream and it is difficult to onboard new people into the crypto markets.
26109,370092-48088,Liquid Labor - Freelancer Contracts,https://cardano.ideascale.com/a/dtd/Liquid-Labor-Freelancer-Contracts/370092-48088,The rapid transition to platform based products and services is creating additional layers of complexity at the detriment of the user.
26109,369894-48088,Tools for auto and home loans,https://cardano.ideascale.com/a/dtd/Tools-for-auto-and-home-loans/369894-48088,"Given the high variety in loan provisions throughout US states, how can we create standardized templates to work across jurisdictions?"
26109,369639-48088,Community Oracle (free) Price Feeds,https://cardano.ideascale.com/a/dtd/Community-Oracle-free-Price-Feeds/369639-48088,All projects need off-chain data feeds. These feeds are expensive and may prevent projects without adequate funding/support to launch.
26109,369530-48088,Community-Based Lending and Credit,https://cardano.ideascale.com/a/dtd/Community-Based-Lending-and-Credit/369530-48088,"1. Over Collateralized Value

2. Limited Collateral type

3. Massive Barrier for Individual Borrower in developing country"
26109,369527-48088,Mosaic: DeFi Functionality for NFTs,https://cardano.ideascale.com/a/dtd/Mosaic-DeFi-Functionality-for-NFTs/369527-48088,"It is exceedingly difficult to price, monetize and leverage expensive NFTs. There is no service offering adequate options for NFT collectors"
26109,369498-48088,Minswap DEX Security Audit,https://cardano.ideascale.com/a/dtd/Minswap-DEX-Security-Audit/369498-48088,"The security of Cardano DeFi smart contracts, which will hold billions of dollars, is unknown. Plutus eUTXO contract design is  untested"
26109,369418-48088,Algorand - Cardano DeFi bridge,https://cardano.ideascale.com/a/dtd/Algorand-Cardano-DeFi-bridge/369418-48088,There is a need for bigger blockchain interoperability
26109,369297-48088,DeFi Bounty System,https://cardano.ideascale.com/a/dtd/DeFi-Bounty-System/369297-48088,"No freelance platform exists where a worker can be compensated in ADA for tasks, projects, or on a salary basis."
26109,369192-48088,Milkomeda Oracle,https://cardano.ideascale.com/a/dtd/Milkomeda-Oracle/369192-48088,Solidity developers who want to deploy an oracle on an EVM sidechain need a way to expose their sidechain oracle to the Cardano mainnet
26109,368963-48088,Influence Quality Price & Image,https://cardano.ideascale.com/a/dtd/Influence-Quality-Price-Image/368963-48088,"1. Which of the product quality, price and brand image have a dominant influence on consumers' decision to buy Cardano Coin (ADA)?"
26109,368779-48088,Maladex: Cardano Index Funds,https://cardano.ideascale.com/a/dtd/Maladex-Cardano-Index-Funds/368779-48088,Investors with the multitude of Cardano projects to choose from are unable to invest in all of them and control the risks involved.
26109,368774-48088,Maladex: Algorithmic Swaps Protocol,https://cardano.ideascale.com/a/dtd/Maladex-Algorithmic-Swaps-Protocol/368774-48088,"Proposed Cardano DEX models are inefficient: have low capital efficiency, high impermanent loss, and are prone to struggle with concurrency."
26109,368441-48088,Ensuro: A Decentralized Insurance,https://cardano.ideascale.com/a/dtd/Ensuro-A-Decentralized-Insurance/368441-48088,"Insurance is hardly present where most needed, as in developing countries, and is unavailable as an investment product for ordinary people."
26109,368372-48088,"wrong challenge, please delete",https://cardano.ideascale.com/a/dtd/wrong-challenge-please-delete/368372-48088,"Sorry, we submitted to the wrong challenge. Please remove."
26109,368350-48088,Cardano Community Risk Management,https://cardano.ideascale.com/a/dtd/Cardano-Community-Risk-Management/368350-48088,Providing meaningful risk-management as smart contracts is a critical piece of infrastructure.
26109,367727-48088,Wise Rabbit- Livestock Investment,https://cardano.ideascale.com/a/dtd/Wise-Rabbit-Livestock-Investment/367727-48088,"Farmers & citizens suffer from a lack of liquidity & investment due to an unstable, inflationary currency, resulting in poor food security."
26109,367469-48088,Cardano Offline Developer's Kit,https://cardano.ideascale.com/a/dtd/Cardano-Offline-Developer-s-Kit/367469-48088,How do we increase the adoption of  Cardano's Blockchain  for DeFi Project Development in Internet-challenged regions?
26109,367422-48088,Fund unlimited social microlending,https://cardano.ideascale.com/a/dtd/Fund-unlimited-social-microlending/367422-48088,Microlending apps struggle to secure debt funding to lend out to their underbanked users as the financial system has tough entry barriers.
