campaign_id,project_id,project_title,project_url,project_context
26105,370249-48088,No-Code for Citizen Developers,https://cardano.ideascale.com/a/dtd/No-Code-for-Citizen-Developers/370249-48088,The number of people who want to create applications on Cardano far outpaces the number of individuals with the required technical expertise
26105,370197-48088,WITHDRAWN,https://cardano.ideascale.com/a/dtd/WITHDRAWN/370197-48088,Developers in Vietnam do not know the potential value and grow trend of blockchain.
26105,370172-48088,Vietnam Tech StartupClub on Cardano,https://cardano.ideascale.com/a/dtd/Vietnam-Tech-StartupClub-on-Cardano/370172-48088,"The young Vietnamese startup community is always full of ideas, ready to take on challenges, but does not know how to access Catalyst Fund"
26105,370146-48088,Withdrawal,https://cardano.ideascale.com/a/dtd/Withdrawal/370146-48088,-
26105,370093-48088,ADA buyers collection,https://cardano.ideascale.com/a/dtd/ADA-buyers-collection/370093-48088,Long time ADA stay at Low price range.
26105,369960-48088,Community Bond - CRM tool for SME,https://cardano.ideascale.com/a/dtd/Community-Bond-CRM-tool-for-SME/369960-48088,Connecting all things local. Empowering local businesses & communities to increase loyalty on a digital platform using virtual coins.
26105,369939-48088,Video content about Mini-Proposals,https://cardano.ideascale.com/a/dtd/Video-content-about-Mini-Proposals/369939-48088,There is not enough video content to encourage entrepreneurs to create proposals in Catalyst
26105,369923-48088,Cardano Community Campus,https://cardano.ideascale.com/a/dtd/Cardano-Community-Campus/369923-48088,The current Cardano Community is not equipped to invite & welcome in the non-technological Change Agents that can really drive user adoption
26105,369749-48088,Proposals Mentors Marketplace,https://cardano.ideascale.com/a/dtd/Proposals-Mentors-Marketplace/369749-48088,Proposers find it difficult navigate the Catalyst process and to submit quality proposals.
26105,369536-48088,"🎬 ""Working Title"" Film Project 🎬",https://cardano.ideascale.com/a/dtd/🎬-Working-Title-Film-Project-🎬/369536-48088,"Beyond the cryptocurrency space, very few people know about Cardano, Proj. Catalyst and all it offers devs, entrepreneurs and the world."
26105,369346-48088,Catalyst Crypto Venture Capital,https://cardano.ideascale.com/a/dtd/Catalyst-Crypto-Venture-Capital/369346-48088,Traditional business people don't understand how crypto can fund their businesses & how our industry improves the business landscape
26105,369266-48088,WITHDRAW PLEASE,https://cardano.ideascale.com/a/dtd/WITHDRAW-PLEASE/369266-48088,-
26105,369251-48088,Catalyst Infosession at Tech Events,https://cardano.ideascale.com/a/dtd/Catalyst-Infosession-at-Tech-Events/369251-48088,People outside the community are not getting information about Catalyst in Ethiopia
26105,369127-48088,Cardano X Arts & Impact Conference,https://cardano.ideascale.com/a/dtd/Cardano-X-Arts-Impact-Conference/369127-48088,Cardano can ́t be fully adopted by grassroots culture without physical presence in leading cultural events
26105,369120-48088,Connect East Asian Entrepreneurs,https://cardano.ideascale.com/a/dtd/Connect-East-Asian-Entrepreneurs/369120-48088,"There are no initiatives to attract and engage East Asian entrepreneurs where they are, in their local language."
26105,369056-48088,Hackathons for Startups in Ethiopia,https://cardano.ideascale.com/a/dtd/Hackathons-for-Startups-in-Ethiopia/369056-48088,"The tech start-up community is growing constantly, but only a hand full of them heard about Cardano and Cardano Project catalyst."
26105,369047-48088,Develop Cardano visuals,https://cardano.ideascale.com/a/dtd/Develop-Cardano-visuals/369047-48088,"The current visual styles of the blockchain industry are very similar, making it hard for Cardano to catch attention - unless it stands out!"
26105,368721-48088,Cardano & Enterprise Dev Agencies,https://cardano.ideascale.com/a/dtd/Cardano-Enterprise-Dev-Agencies/368721-48088,Cardano is not part of typical start up development programmes/incubators etc. Entrepreneurs not aware of possiblities of Cardano.
26105,368709-48088,[WITHDRAWN],https://cardano.ideascale.com/a/dtd/WITHDRAWN/368709-48088,[WITHDRAWN]
26105,368579-48088,Cardano exposure on Times Square,https://cardano.ideascale.com/a/dtd/Cardano-exposure-on-Times-Square/368579-48088,Most entrepreneurs are unfamiliar with the community while most ADA investors aren't motivated proposers due to a lack of global recognition
26105,368555-48088,SMALL GROUPS BETTER UNDERSTAND,https://cardano.ideascale.com/a/dtd/SMALL-GROUPS-BETTER-UNDERSTAND/368555-48088,"Youtube, Telegram and others are unpersonal. Talking about money, world changes or new horizon must be discussed face to face"
26105,368553-48088,Taiwan Outreach,https://cardano.ideascale.com/a/dtd/Taiwan-Outreach/368553-48088,"Although the number of people in Taiwan following blockchain news is growing, they usually represent investors, not proposers."
26105,368414-48088,Competition (Top 40 under 40),https://cardano.ideascale.com/a/dtd/Competition-Top-40-under-40/368414-48088,How do we get bright entrepreneurs to submit innovative proposals to the Catalyst program.
26105,368366-48088,A YT Channel On Decentralization,https://cardano.ideascale.com/a/dtd/A-YT-Channel-On-Decentralization/368366-48088,"The masses do not understand crypto. Worse, major media outlets spread false and biased information to discourage them from understanding."
26105,368238-48088,GovWorkCenter Platform,https://cardano.ideascale.com/a/dtd/GovWorkCenter-Platform/368238-48088,small business are at a disadvantage with working for the US government.
26105,367999-48088,WITHDRAWN,https://cardano.ideascale.com/a/dtd/WITHDRAWN/367999-48088,Draft proposal
26105,367971-48088,Fostering Japanese young proposers,https://cardano.ideascale.com/a/dtd/Fostering-Japanese-young-proposers/367971-48088,"The problem is Japan has few Catalyst proposers. Because Japanese ADA holders are just normal investors, not highly motivated entrepreneurs."
26105,367740-48088,SOIL - Scalable Open Innovation,https://cardano.ideascale.com/a/dtd/SOIL-Scalable-Open-Innovation/367740-48088,"Knowledge management is crucial in any industry. Current IP laws are often more of a burden, especially in developing countries."
26105,367432-48088,Australia and New Zealand outreach,https://cardano.ideascale.com/a/dtd/Australia-and-New-Zealand-outreach/367432-48088,Australian and New Zealand start-up and technology solution ecosystem is unaware of opportunities of Catalyst program.
26105,367328-48088,Entrepreneurs/Developers Community,https://cardano.ideascale.com/a/dtd/Entrepreneurs-Developers-Community/367328-48088,"Little outreach to entrepreneurs and developers outside the blockchain world, losing projects with high business value for the ecosystem."
26105,367306-48088,Decrease systemic wealth disparity,https://cardano.ideascale.com/a/dtd/Decrease-systemic-wealth-disparity/367306-48088,"A huge disadvantage of the proof-of-stake system is that it takes money to make money.  Sic semper erat, et sic semper erit."
26105,367260-48088,University/College Outreach,https://cardano.ideascale.com/a/dtd/University-College-Outreach/367260-48088,We need to reach out to university and college students and graduates to raise awareness of Cardano and the opportunities that exist.
26105,367217-48088,Independent Medical Practice,https://cardano.ideascale.com/a/dtd/Independent-Medical-Practice/367217-48088,"Simple, affordable access to medical professionals is now, as always, a key demand for most of humanity. The supply infrastructure lags."
