campaign_id,project_id,project_title,project_url,project_context
26104,373192-48088,Power Up The Catalyst Circle,https://cardano.ideascale.com/a/dtd/Power-Up-The-Catalyst-Circle/373192-48088,"Without a budget to fund its operation, Catalyst Circle can't produce meaningful outcomes."
26104,370212-48088,2Min Review,https://cardano.ideascale.com/a/dtd/2Min-Review/370212-48088,"Vietnamese stakeholders have difficulties to read, understand and evaluate submitted proposals in project Catalyst."
26104,370141-48088,Cardano Catalyst TV,https://cardano.ideascale.com/a/dtd/Cardano-Catalyst-TV/370141-48088,Voters do not have time to read all the proposals worth voting for and proposers do not have much credibility and reputable to reach voters.
26104,370135-48088,Please withdraw,https://cardano.ideascale.com/a/dtd/Please-withdraw/370135-48088,details later.
26104,370106-48088,Catalyst Proposals Assessment Guide,https://cardano.ideascale.com/a/dtd/Catalyst-Proposals-Assessment-Guide/370106-48088,Approximately 89% could not evaluate the proposals in Catalyst to Vote.
26104,370088-48088,Oversight of Catalyst Circle,https://cardano.ideascale.com/a/dtd/Oversight-of-Catalyst-Circle/370088-48088,"Catalyst Circle requires independent oversight.

A community maintained oversight of Catalyst Circle requires support to be sustainable."
26104,369937-48088,Distributed Collaboration Protocol,https://cardano.ideascale.com/a/dtd/Distributed-Collaboration-Protocol/369937-48088,Cardano will bring contributors at a rapidly growing rate. A rigid approach to collaboration will be unsustainable and inefficient at scale.
26104,369775-48088,Testing MyVoice MVP in Catalyst,https://cardano.ideascale.com/a/dtd/Testing-MyVoice-MVP-in-Catalyst/369775-48088,"Catalyst needs a place to test ""reputation profiles"" before implementation"
26104,369531-48088,Catalyst Circle proposal,https://cardano.ideascale.com/a/dtd/Catalyst-Circle-proposal/369531-48088,in process
26104,369319-48088,WITHDRAW PLEASE,https://cardano.ideascale.com/a/dtd/WITHDRAW-PLEASE/369319-48088,-
26104,369284-48088,Stake Pool Operators Video Series,https://cardano.ideascale.com/a/dtd/Stake-Pool-Operators-Video-Series/369284-48088,Stake pool operators (SPOs) should be household names but 2500+ SPOs wrestle to retain+grow pools+connect meaningfully with global audiences
26104,369106-48088,Improve the Quality of CA Reviews,https://cardano.ideascale.com/a/dtd/Improve-the-Quality-of-CA-Reviews/369106-48088,The competitive nature of Catalyst is impacting the quality of CA reviews.
26104,369099-48088,Catalyst QA Automation scripts,https://cardano.ideascale.com/a/dtd/Catalyst-QA-Automation-scripts/369099-48088,The Catalyst QA stage changes every Fund according to the will of the community. Time and energy is needed to keep it up-to-date.
26104,369063-48088,Connecting Asian Voters & Proposers,https://cardano.ideascale.com/a/dtd/Connecting-Asian-Voters-Proposers/369063-48088,"There are barriers, such as a lack of trusted information to voting caused by language differences & cultural exclusivity."
26104,369008-48088,Gamified Prediction Market,https://cardano.ideascale.com/a/dtd/Gamified-Prediction-Market/369008-48088,It's difficult to gauge the wisdom of the crowd in advance of major events.
26104,368984-48088,Voter Tool - AIM,https://cardano.ideascale.com/a/dtd/Voter-Tool-AIM/368984-48088,Voter's access to information about proposals and assessments is limited and not presented in a user-friendly way.
26104,368933-48088,WITHDRAWN,https://cardano.ideascale.com/a/dtd/WITHDRAWN/368933-48088,Voting paradigms in DLT are not built select prime solutions by optimal behavior coordination between self-interested individuals.
26104,368917-48088,Community Tools Maintenance/Updates,https://cardano.ideascale.com/a/dtd/Community-Tools-Maintenance-Updates/368917-48088,"Catalyst is constantly changing and evolving. Without maintenance and updates, useful Community Tools will become outdated and useless."
26104,368899-48088,Catalyst: Exploratory Data Analysis,https://cardano.ideascale.com/a/dtd/Catalyst-Exploratory-Data-Analysis/368899-48088,"Catalyst already generates lots of data (voting results, advisors scores...) that are not being used to bring value to the process."
26104,368687-48088,Catalyst Interactive News Journal,https://cardano.ideascale.com/a/dtd/Catalyst-Interactive-News-Journal/368687-48088,"Community members have no way to be rewarded for contributing stories of their Catalyst journeys, and voting on the contributions of others"
26104,368091-48088,Distributed Work-Reward Mechanism,https://cardano.ideascale.com/a/dtd/Distributed-Work-Reward-Mechanism/368091-48088,Rewarding intangible work in a DAO is not transparent or scalable. There is too much focus on $ allocation before contribution attribution.
26104,367771-48088,Consenz: A Virtual Parliament App,https://cardano.ideascale.com/a/dtd/Consenz-A-Virtual-Parliament-App/367771-48088,Discussions regarding the future of Cardano & Catalyst are spread around many platforms and are disconnected from the voting process.
26104,367565-48088,WITHDRAWN,https://cardano.ideascale.com/a/dtd/WITHDRAWN/367565-48088,Placeholder
26104,367168-48088,Cardano Smart Voting,https://cardano.ideascale.com/a/dtd/Cardano-Smart-Voting/367168-48088,It's becoming harder to vote on the many proposals. Let's provide an easy mechanism for users to vote quickly based on their interests.
26104,367154-48088,Catalyst Compass,https://cardano.ideascale.com/a/dtd/Catalyst-Compass/367154-48088,It is becoming apparent that it is too difficult or even impossible for the average voter to make a good projects selection for voting.
26104,367151-48088,Design & Sim of Voting Influence,https://cardano.ideascale.com/a/dtd/Design-Sim-of-Voting-Influence/367151-48088,"Blockchain DAOs, including Catalyst, are governed by one coin - one vote policy which is susceptible to oligarchic control."
26104,366978-48088,Sliding Scale Budgets for Proposals,https://cardano.ideascale.com/a/dtd/Sliding-Scale-Budgets-for-Proposals/366978-48088,Every round it seems one or two proposals do not get funded by relatively small margins because of the current voting cut off system
