campaign_id,project_id,project_title,project_url,project_context
26112,370267-48088,Helping African Social Savers,https://cardano.ideascale.com/a/dtd/Helping-African-Social-Savers/370267-48088,Social savings circles known by dozens of names across Africa lack digitized records and credit checks for their members.
26112,370216-48088,Trade Finance and Credit Insurance,https://cardano.ideascale.com/a/dtd/Trade-Finance-and-Credit-Insurance/370216-48088,"In order to scale up the space in Africa, it is important to protect the work and investment"
26112,369697-48088,WITHDRAWN,https://cardano.ideascale.com/a/dtd/WITHDRAWN/369697-48088,Local Saving and Credit Associations are failing due to high inflation
26112,369558-48088,Direct Donation for Education,https://cardano.ideascale.com/a/dtd/Direct-Donation-for-Education/369558-48088,"Current donation services lack efficiency, transparency and security. ADA microlending may be difficult due to legal barriers and trust."
26112,368875-48088,Green Lion (GL) lending in Ghana,https://cardano.ideascale.com/a/dtd/Green-Lion-GL-lending-in-Ghana/368875-48088,"The informal sector in Ghana stagnates / expands slowly because there are no low cost, efficient, reliable borrowing options"
26112,368819-48088,Distributed Income Share Agreements,https://cardano.ideascale.com/a/dtd/Distributed-Income-Share-Agreements/368819-48088,Financing for higher education is scarce in lower-income countries where a range of economic factors have eroded creditor confidence
26112,368791-48088,Scaling up Tontine,https://cardano.ideascale.com/a/dtd/Scaling-up-Tontine/368791-48088,Tontine is a popular way usually for women to raise money for micro-business but they hardly scale up to more than a few tens of people.
26112,367503-48088,Lending platform for africans,https://cardano.ideascale.com/a/dtd/Lending-platform-for-africans/367503-48088,Cash flow to conduct  business is a big issue for less wealthy people in africa. Loans are difficult to get and with high interest rates
26112,367389-48088,CheCha - With ADA Wallets,https://cardano.ideascale.com/a/dtd/CheCha-With-ADA-Wallets/367389-48088,"Zimbabweans have insufficient small change USD cash to match the purchases of goods or services, CheCha was developed to solve that"
26112,367062-48088,Defi Credit Union Via Crowd-staking,https://cardano.ideascale.com/a/dtd/Defi-Credit-Union-Via-Crowd-staking/367062-48088,"Most access to credit in Africa is done via traditional credit unions, which is limited by factors like; Trust, Familiarity & Capital risk."
26112,366941-48088,StableCoin Wallet without Internet,https://cardano.ideascale.com/a/dtd/StableCoin-Wallet-without-Internet/366941-48088,"Problems in Africa

*.No Internet

*.Money Losing Value due to Inflation

*.Week links to Global Financials Systems

*.Unprocessed Exports"
26112,366879-48088,Oracle CPI data 47 African counties,https://cardano.ideascale.com/a/dtd/Oracle-CPI-data-47-African-counties/366879-48088,"Basis for adoption of lending, rental and insurance contracts are data for yearly price adoptions according to the:

Consumer Price Index"
26112,366720-48088,Microlending Partnership Models,https://cardano.ideascale.com/a/dtd/Microlending-Partnership-Models/366720-48088,"While DLT can increase the value created from the microlending ecosystem, Cardano's partnership model is currently undefined."
