campaign_id,project_id,project_title,project_url,project_context
26117,370072-48088,A.S.T.O.P. - Stop Scams & Threats,https://cardano.ideascale.com/a/dtd/A-S-T-O-P-Stop-Scams-Threats/370072-48088,"Charles Hoskinson is sick of scams harming Cardano ADA, he wants a proactive group to find ways to stop them for all stakeholders"
26117,370011-48088,ADA SPO ITsec Label,https://cardano.ideascale.com/a/dtd/ADA-SPO-ITsec-Label/370011-48088,"In a decentralized world, you need a label that you can trust. It is important for companies and service providers."
26117,369921-48088,SPOCRA: Re-location Fund for SPOs,https://cardano.ideascale.com/a/dtd/SPOCRA-Re-location-Fund-for-SPOs/369921-48088,Adversarial regulation being passed into law is becoming more real making previous legal SPO businesses unable to operate legally.
26117,369823-48088,Repository of SPO Testing Resources,https://cardano.ideascale.com/a/dtd/Repository-of-SPO-Testing-Resources/369823-48088,Small pool operators do not have a central place where they can find tools and information to test their stake pool.
26117,369608-48088,Stake Pool Reachability Dashboard,https://cardano.ideascale.com/a/dtd/Stake-Pool-Reachability-Dashboard/369608-48088,"When a network failure occurs, it would be useful to know which SPO are reachable from different locations in the world."
26117,369477-48088,Cardano Disaster Recovery Education,https://cardano.ideascale.com/a/dtd/Cardano-Disaster-Recovery-Education/369477-48088,"Not enough proposals to ""Disaster: When all is at stake"". Proposers discouraged by lack of understanding and awareness, not lack of funding."
26117,369458-48088,Blockfrost prometheus exporter,https://cardano.ideascale.com/a/dtd/Blockfrost-prometheus-exporter/369458-48088,SPOs need blockchain metrics from a 3rd party source to be able to react on discrepancies with their local node.
26117,369072-48088,Risk Control System [Withdrawn],https://cardano.ideascale.com/a/dtd/Risk-Control-System-Withdrawn/369072-48088,Plan to submit this proposal in Fund 7. The stakepool operations need to be stress tested.
26117,368787-48088,Withdrew - please delete,https://cardano.ideascale.com/a/dtd/Withdrew-please-delete/368787-48088,Cardano's rise in popularity and Alonzo HF mean that shady projects and threats will come stealing funds and disrupting the network.
26117,367140-48088,CardSec 🔒,https://cardano.ideascale.com/a/dtd/CardSec-🔒/367140-48088,There is a need for a 101 stake pool security guide and testing tools for stake pool owners and dApps running Cardano nodes.
26117,366924-48088,Cardano-Heartbeat (CEM) 💞,https://cardano.ideascale.com/a/dtd/Cardano-Heartbeat-CEM-💞/366924-48088,"Power Failure, Network Disruptions & Hardware Failure can happen at any time to SPOs, many are not prepared for such events."
26117,366840-48088,Strengthening Stake Pools in Africa,https://cardano.ideascale.com/a/dtd/Strengthening-Stake-Pools-in-Africa/366840-48088,Stakepools in Africa are subject to outages and infrastructure issues on top of the general risks faced by SPOs
